,Price
2066,46081.18400778014
2067,6139.019821601924
2068,2610.9061188998608
2069,19531.871
2070,20871.565
2071,8398.85092379504
2072,13484.186761338726
2073,24809.68452027188
2074,4859.584690173658
2075,29847.065221894813
2076,10295.654916666666
2077,16309.981640603586
2078,12849.247210837993
2079,16092.715442424244
2080,2508.571488302988
2081,8042.795279439298
2082,17041.13873809524
2083,42419.70041081866
2084,10521.663387883073
2085,22636.789800000002
2086,15698.68169012605
2087,16759.065849133392
2088,51733.763522035326
2089,10819.89355320513
2090,20890.19529179124
2091,9064.760333333334
2092,6669.485
2093,12570.160969913986
2094,3711.1848227747632
2095,21998.345633333334
2096,16671.41923278044
2097,11373.763689285712
2098,7911.986104763406
2099,39804.695
2100,10199.233766666668
2101,10536.204389251825
2102,14139.428975900488
2103,13712.84373284403
2104,33337.82856279519
2105,5937.086646749227
2106,8759.2912989011
2107,19713.10549494061
2108,5672.1187722160585
2109,17441.13746103896
2110,15437.609253929746
2111,1649.4936845238094
2112,297.932
2113,13995.428401851852
2114,2688.1447554944443
2115,6635.050228571429
2116,16357.671916666666
2117,28487.737085471035
2118,10504.262883389061
2119,4172.068575688966
2120,2360.779491945701
2121,29834.052950380203
2122,6728.489155844157
2123,16057.126868584826
2124,12904.604141540147
2125,16554.236550520578
2126,24484.048682539684
2127,7206.874696969698
2128,6580.082447709952
2129,15453.607391981797
2130,39694.372
2131,11837.654
2132,10217.569611111112
2133,24522.608503052503
2134,29787.16058
2135,20024.027576747252
2136,29242.723173809525
2137,25666.9425
2138,5454.807024359069
2139,29411.59525952381
2140,13027.565297619047
2141,14799.09752990604
2142,13927.04947254091
2143,3677.435367798503
2144,10129.586947451964
2145,6810.575052920576
2146,7165.820662960337
2147,1888.539590347659
2148,3755.3022652555783
2149,21385.296837442114
2150,2990.094199671163
2151,30727.219579999997
2152,26670.56975375458
2153,16982.333110892647
2154,22162.928903571432
2155,8237.03854610541
2156,14163.798777450978
2157,13338.5159349128
2158,15962.7424043122
2159,12942.720447369298
2160,23165.03254409902
2161,36656.12780518866
2162,14684.626217857145
2163,4860.106514851609
2164,13703.247949999999
2165,7292.797373015873
2166,11033.173996443526
2167,14376.658
2168,18246.965361979102
2169,22014.667182735247
2170,12621.987
2171,5142.215963600024
2172,6026.357253332549
2173,9223.60877905805
2174,21911.40340479864
2175,16401.551266967283
2176,52169.477585563414
2177,397.2859340809604
2178,3593.228887544137
2179,33117.37362091387
2180,778.5964050766885
2181,23712.16854254202
2182,894.35621998435
2183,1164.0040471450595
2184,25284.77905014642
2185,11715.158557738096
2186,17491.46176283754
2187,15698.68169012605
2188,13863.551875
2189,42570.96726111111
2190,6699.726943650904
2191,24104.244254432473
2192,32491.94808643397
2193,5700.367116048665
2194,20794.986541791237
2195,8561.07024163628
2196,7312.013497414488
2197,10480.833778300868
2198,15066.080094198725
2199,4509.294368211748
2200,16068.376539076678
2201,12968.471488888888
2202,24473.864038095242
2203,1114.6896382954894
2204,1380.2139192247923
2205,22215.70775
2206,8001.92063578735
2207,4802.784959489303
2208,1082.7820572248647
2209,46866.5119323702
2210,53589.80684325742
2211,413.7054431937924
2212,51153.999
2213,9550.667833333333
2214,9173.276
2215,22036.814216666684
2216,19363.059724541392
2217,9963.206564880953
2218,12289.556536130536
2219,1497.9285885856134
2220,23560.081
2221,11072.944193871946
2222,34618.51189285714
2223,39010.88612385188
2224,12646.224772222222
2225,1011.1264016025518
2226,13414.058133333334
2227,33032.36719036136
2228,14408.475817816225
2229,8009.992360294116
2230,11451.071962904416
2231,4960.770669277165
2232,6760.102513835338
2233,3249.136192380688
2234,8922.887832982844
2235,25196.642827645857
2236,27578.265666666663
2237,1958.71560252459
2238,18582.134118032314
2239,1187.2980369566965
2240,22410.727166666664
2241,6551.917708810887
2242,5323.325690147054
2243,18920.489812279782
2244,14103.992557142856
2245,3861.181538964933
2246,21795.583193590977
2247,22411.733384615385
2248,31615.499753185235
2249,17207.735023809524
2250,26476.888920244637
2251,10023.267333333333
2252,16024.210533969095
2253,1356.0141333333333
2254,15456.974081919283
2255,655.6871723428349
2256,7584.271242017104
2257,17558.761589215686
2258,9682.853276856178
2259,6571.31309973296
2260,282.0
2261,33683.41933333333
2262,862.0
2263,24028.696428571428
2264,18719.84
2265,17000.173018758233
2266,8934.398574254235
2267,25389.745029738166
2268,15885.1681875
2269,15577.0412871135
2270,38034.33345687599
2271,5341.610436141715
2272,4236.739416108614
2273,16455.986672628685
2274,12252.901872801523
2275,482.5491140116261
2276,5056.061449596539
2277,13414.019075400074
2278,29515.772
2279,589.9321859698682
2280,21694.002274954775
2281,7592.885114571873
2282,282.0
2283,6717.788635445862
2284,374.8304099277012
2285,12053.81483614889
2286,18289.37
2287,12754.378920117402
2288,18733.29078412031
2289,37910.62166666667
2290,15807.47117182085
2291,8260.962601378846
2292,18600.874523809525
2293,2959.148685297673
2294,32017.248133333334
2295,48090.026307308915
2296,4395.233621263437
2297,15087.413067339146
2298,42909.94943386727
2299,10900.907109460883
2300,20199.567141735082
2301,9121.726426084751
2302,16051.038166666667
2303,24808.885570002803
2304,23381.987789373772
2305,17544.532448768987
2306,49118.05811686402
2307,10621.455121926901
2308,3671.7100394986123
2309,7854.120000034707
2310,20916.457385974245
2311,21595.019448238712
2312,27950.09868249118
2313,9995.206362554827
2314,14986.85168982852
2315,50157.532265067435
2316,8744.385866671555
2317,4035.241734618471
2318,14385.808692541552
2319,941.0
2320,3579.2079609139705
2321,3665.9563335692114
2322,1412.4699513122132
2323,20839.807723007296
2324,8001.02040693217
2325,16437.902686213787
2326,13157.46567981612
2327,5096.634519030499
2328,21670.46899335337
2329,9568.380083333333
2330,19863.526868392135
2331,14368.739
2332,16038.793904761906
2333,21177.7275532604
2334,20019.21750338885
2335,5757.086333333334
2336,13225.620225213675
2337,7329.7512787711
2338,11072.018539645935
2339,49847.8115
2340,18507.695707707153
2341,26407.543
2342,10511.069297619046
2343,3293.4636195367452
2344,8431.097447469794
2345,54451.46110680045
2346,3457.9814758516277
2347,46081.18400778014
2348,1849.1863925471691
2349,20958.360955414868
2350,862.0
2351,24677.982316666665
2352,32810.08473333333
2353,470.0672506427977
2354,10557.434577720956
2355,14847.050595396826
2356,7594.468323126272
2357,19914.701442017707
2358,12892.648878535354
2359,10376.173642379063
2360,10799.145533333332
2361,14837.722171830783
2362,41928.182382701765
2363,13194.519312970508
2364,15647.277240585538
2365,8591.28311708917
2366,4328.743241977294
2367,29840.367909043733
2368,21406.81217343029
2369,13446.396526073162
2370,36359.19734542125
2371,18855.23659072506
2372,33370.580020361245
2373,29097.792
2374,36512.61603284143
2375,25026.414521201812
2376,13067.590439136267
2377,11946.293304647714
2378,10716.455404681486
2379,16627.67285278343
2380,38556.1911375576
2381,16278.866905606457
2382,50536.93330043086
2383,22851.353621879556
2384,1028.7949258938488
2385,16601.765388666267
2386,1425.3288407425905
2387,4353.823957189542
2388,19860.019229884
2389,13881.34359478418
2390,3885.1665620892095
2391,191.78216345811055
2392,15066.584181818182
2393,5126.244532440338
2394,1653.4425797692325
2395,15071.933353773584
2396,11861.868376190478
2397,3719.5299421440204
2398,8173.591807252321
2399,51394.317
2400,5370.00239979977
2401,21096.648846831602
2402,57973.36944013378
2403,16740.97847761308
2404,4122.7237274011295
2405,15610.677083333358
2406,38983.826903635774
2407,14923.601517895988
2408,8233.150150685426
2409,46962.04511707267
2410,5844.023756694408
2411,33259.40103509364
2412,17248.79009033028
2413,20197.5465269309
2414,23929.548109604446
2415,3111.2278478215835
2416,934.215
2417,22809.1905
2418,2743.0184746642135
2419,21508.75437128354
2420,26837.461077777778
2421,22256.243579448626
2422,240.17789269744392
2423,26451.9253375612
2424,24720.557990370144
2425,17505.453622463207
2426,10804.46282857143
2427,23655.131339497664
2428,27005.527926190472
2429,36428.1348
2430,15539.551419386964
2431,17660.193768251193
2432,18537.822546035462
2433,13065.970174556523
2434,16355.283180832748
2435,5279.342252380952
2436,540.8159763922622
2437,15555.228395865
2438,15558.663359445616
2439,10483.92382779032
2440,37515.42373022368
2441,32086.316
2442,24387.51190386032
2443,36038.08634285714
2444,13948.993652777779
2445,37414.73112280701
2446,26737.661090909092
2447,2867.808650994763
2448,428.6975583015583
2449,23276.8222
2450,23878.066125
2451,22910.653
2452,50419.99569207574
2453,1570.6179375655431
2454,283.2547727778937
2455,22362.25401166969
2456,25625.305
2457,25718.326254545453
2458,27125.4325
2459,11525.414686484279
2460,3253.884019642132
2461,20030.112
2462,8139.764247113998
2463,43276.74933333333
2464,21899.676999376443
2465,17775.679917428293
2466,17006.47365879939
2467,10490.504956959478
2468,9777.547154494117
2469,17314.04882102865
2470,6722.111323600385
2471,50851.47246709751
2472,57692.65267259231
2473,35275.72666666666
2474,33058.498584920635
2475,22178.554508122892
2476,24946.45570673864
2477,10040.764679440701
2478,17643.617666666665
2479,28146.328691450155
2480,9441.894355789904
2481,42443.0959
2482,9786.06566433977
2483,7418.2116110210145
2484,6966.036186507936
2485,32756.43808333333
2486,6800.716064351484
2487,7684.244576283678
2488,6012.971382540496
2489,655.6871723428349
2490,9630.44964645486
2491,18655.820807661858
2492,57852.47564013378
2493,5868.008972344236
2494,25635.579729911668
2495,17814.47566666667
2496,11541.482826282065
2497,17385.72141835152
2498,12312.265344562604
2499,18536.21640512065
2500,8394.117111111113
2501,10330.949920209281
2502,13775.266919969863
2503,11692.403139872873
2504,43557.35324436748
2505,17756.63034575597
2506,553.3865000899578
2507,15354.05853573569
2508,7691.522702745238
2509,8989.356216666667
2510,12635.36954709596
2511,14476.72742440476
2512,1872.8470189298946
2513,20741.366535656045
2514,36987.88736946533
2515,25248.80591541932
2516,17420.822645833337
2517,43449.65834877881
2518,9294.76042233257
2519,10068.515010101011
2520,2483.054437362638
2521,44606.725110087325
2522,55763.65280038866
2523,5401.103923809524
2524,37787.17516946533
2525,5142.215963600024
2526,28444.235715043287
2527,33547.64729939104
2528,19585.793154176088
2529,8592.601554726418
2530,2899.9893703338926
2531,6639.924323065774
2532,26742.5624
2533,573.9620370370371
2534,43496.5602532634
2535,4002.718970592451
2536,15231.462561956307
2537,2764.9384924987635
2538,14984.698850961538
2539,19895.075964285716
2540,20219.894962662336
2541,48713.42808667811
2542,15752.649722411852
2543,4063.45375954101
2544,23772.87073872746
2545,35758.80106334848
2546,8882.31577397048
2547,4778.168308289095
2548,13651.973811111113
2549,27709.249219426405
2550,8501.29047594893
2551,1296.6564505494505
2552,17748.28082544652
2553,17865.135602272727
2554,44040.34792111214
2555,20188.349547549136
2556,1231.0944422793539
2557,15363.711005615425
2558,18825.361874941726
2559,19879.527850000002
2560,15868.897
2561,4328.743241977294
2562,8805.673390567763
2563,38983.65990363578
2564,23109.138695906433
2565,1016.3193607357767
2566,10399.031755681819
2567,8413.721356286549
2568,21453.91863769479
2569,8041.963058333333
2570,21585.42519636605
2571,8908.504437953714
2572,27761.699350728242
2573,11812.05
2574,20425.001961904763
2575,5710.4934370334195
2576,7806.939828989285
2577,29644.54329166667
2578,392.0
2579,15124.903063553116
2580,3591.317525509106
2581,2688.1447554944443
2582,45311.73654681575
2583,13632.956562839936
2584,9228.675055555555
2585,10254.143770815805
2586,21529.973382352942
2587,8701.775583743844
2588,26143.59633333333
2589,16005.445265589251
2590,15711.094099009828
2591,30412.151924931506
2592,25001.052333333337
2593,7477.465390015749
2594,1992.1780355841781
2595,17417.788
2596,12112.297648071853
2597,2990.094199671163
2598,15921.234964285715
2599,10949.659905523771
2600,17656.729005387206
2601,44938.059688885434
2602,30693.682399999998
2603,15577.0412871135
2604,13619.715421052631
2605,36509.9512623725
2606,16628.01041805301
2607,4328.743241977294
2608,3952.9184167363433
2609,19595.407961926892
2610,18814.480658070963
2611,1064.9147355545867
2612,1215.6472856261553
2613,11050.076663746597
2614,10905.584933333334
2615,11570.6066
2616,9804.999644034526
2617,28855.056577996533
2618,27198.139529352226
2619,8183.396885081892
2620,19099.527789007305
2621,15204.403636966961
2622,14175.370911111113
2623,23233.109937280704
2624,31991.459738095236
2625,13797.08391539961
2626,8233.460025049651
2627,4604.631025136485
2628,37492.29416334828
2629,17522.231155058224
2630,11654.341
2631,16627.89425780605
2632,19094.10117583249
2633,1971.968132875576
2634,6905.832893276748
2635,19329.832333333332
2636,11840.323
2637,26249.672785014624
2638,31122.462188490917
2639,20837.534019063965
2640,12467.86941582136
2641,5082.5552571595435
2642,9541.338184848486
2643,2211.9180818520304
2644,18160.28025
2645,9151.790727272726
2646,23366.22265897436
2647,56184.22287282608
2648,7200.7789915539115
2649,20809.40654179124
2650,20612.813922268764
2651,3956.7437649567873
2652,18703.661834495
2653,19468.483672999224
2654,20231.228155063483
2655,1508.2942027940899
2656,16601.765388666267
2657,11567.717638888887
2658,17433.93359852054
2659,48094.60703333334
2660,20518.435566920212
2661,11115.473071890803
2662,3432.4778608187803
2663,283.2547727778937
2664,22851.353621879556
2665,3681.0107702297814
2666,8677.56207671995
2667,11974.175083999635
2668,5675.662333169475
2669,43805.184666666675
2670,13743.307
2671,7214.8871240413755
2672,392.42054545454545
2673,13818.206695600376
2674,5457.663883116284
2675,348.958651659919
2676,11418.346093434344
2677,10746.647487736023
2678,14901.588613837619
2679,13537.919214285714
2680,8151.789771087868
2681,18198.508448061726
2682,5613.999791691897
2683,11264.86485493805
2684,13948.993652777779
2685,10169.2826680576
2686,5020.131453530109
2687,30490.83208333333
2688,9576.861809523809
2689,32538.928059461152
2690,12001.309671428571
2691,52738.075623230194
2692,38746.36141722884
2693,6770.793935920766
2694,11826.7282451555
2695,1184.6378643570617
2696,20272.3135379954
2697,5226.454148161719
2698,5788.837024297982
2699,33438.42946666667
2700,43191.85330890686
2701,2901.870311438012
2702,30280.445
2703,17656.49879231602
2704,40377.37587837838
2705,14892.331142732584
2706,13864.403220026352
2707,16057.429959099265
2708,7209.811896092796
2709,951.2152875689222
2710,17152.932753195535
2711,14442.694295217767
2712,26373.38397795699
2713,9368.528
2714,4457.205658027247
2715,283.2547727778937
2716,10392.314553418177
2717,11160.414936174939
2718,42806.21033014027
2719,4285.91434665223
2720,13032.476008844056
2721,17314.438920128647
2722,8427.372196063061
2723,8699.305819413554
2724,6289.9972214285735
2725,1082.7820572248647
2726,33117.37362091387
2727,38709.5195
2728,13236.812324653934
2729,21196.63877034292
2730,1082.7820572248647
2731,1424.3157209302294
2732,7210.061088812125
2733,17246.539869159147
2734,1380.161010476964
2735,3922.76343022058
2736,45689.71195602118
2737,5700.966015748281
2738,33930.27461125834
2739,13416.904883333335
2740,752.7104072603101
2741,41069.42537183652
2742,14041.175542829667
2743,25725.426699328327
2744,8686.107
2745,12100.673973486977
2746,12298.693896591072
2747,12078.63324271709
2748,472.98134172212326
2749,18603.88970467948
2750,19077.1061584121
2751,7423.260660619816
2752,14367.505101062996
2753,25702.43315522377
2754,31328.844
2755,4004.710307561736
2756,22506.63770714286
2757,12542.297789473685
2758,11747.342588888889
2759,24895.456212087913
2760,1184.6378643570617
2761,16213.1809245408
2762,41208.8802
2763,8487.942090795394
2764,25654.42055357142
2765,22143.360863881106
2766,34621.73698742588
2767,13114.11593787538
2768,6922.491498113663
2769,5401.103923809524
2770,29357.549782538546
2771,591.4353239538239
2772,4328.743241977294
2773,13323.812106722688
2774,54180.030746106604
2775,24329.774984848485
2776,12726.57135845512
2777,1251.695479043763
2778,19675.194421275228
2779,16140.78507142857
2780,19527.39394245412
2781,10294.879323755897
2782,4088.2682416464218
2783,3631.354894678921
2784,25799.525
2785,485.47440178571424
2786,34488.61623809524
2787,283.2547727778937
2788,1888.539590347659
2789,19104.371359438253
2790,8223.071716051421
2791,19490.298619288256
2792,25404.041726351352
2793,26575.734
2794,21769.353537019226
2795,11651.570671428572
2796,18984.4665
2797,9963.077385732326
2798,1027.9142474568773
2799,27114.16930950901
2800,17062.265403174602
2801,13413.009153896104
2802,7345.861171534743
2803,25593.007
2804,18339.875906986534
2805,21368.3851974359
2806,3953.2558420365285
2807,16165.323855013117
2808,36521.57854837102
2809,7927.889398017169
2810,5379.030846388765
2811,40649.02302194219
2812,23445.192254626832
2813,51605.09510612362
2814,4790.0835412014685
2815,7075.990788562092
2816,5672.920094444446
2817,13385.97185539754
2818,22482.666022161997
2819,12915.676141240037
2820,21087.479898756803
2821,1571.0276313217553
2822,1319.6345099326595
2823,13599.718093108457
2824,7738.1516429503445
2825,3911.3190955216332
2826,19150.18563801282
2827,955.547375
2828,20553.682629812116
2829,28798.842333333338
2830,3675.380079784879
2831,14720.28146644744
2832,2966.903359237814
2833,11422.4563375
2834,32402.060661634743
2835,25718.326254545453
2836,23907.87350160336
2837,8677.56207671995
2838,12834.15010277778
2839,52412.95945066379
2840,4768.316911962013
2841,17785.470040071938
2842,8403.239767494742
2843,18960.55355952381
2844,7385.6775
2845,8484.62415257732
2846,33337.82856279519
2847,36953.06953399912
2848,3507.020937101945
2849,13930.574127320751
2850,11418.564
2851,42806.21033014027
2852,9188.059004825182
2853,14986.85168982852
2854,13777.778458333334
2855,15698.68169012605
2856,43970.977892609306
2857,11522.568776472432
2858,802.5469078247288
2859,13719.991541670099
2860,23286.28121210454
2861,2605.6580821538
2862,13555.259822400547
2863,3612.3230777030567
2864,2506.8005704519474
2865,41470.721510533505
2866,19993.623382646867
2867,19441.035277228326
2868,2153.5352695717256
2869,20948.058613275614
2870,40045.73259398039
2871,52074.98933556341
2872,31693.545383894678
2873,20100.900377546823
2874,37521.09915501494
2875,15056.169084821444
2876,50618.32920935357
2877,9179.249712805837
2878,2071.617292342939
2879,1460.3177290551293
2880,11678.286102976192
2881,11021.733
2882,6009.288639250746
2883,12246.172
2884,8330.640504416282
2885,5002.919762464986
2886,18906.284172378728
2887,7221.146075405082
2888,15990.315154262364
2889,16685.368938435113
2890,8802.22875
2891,16721.131638489205
2892,21447.983706666666
2893,8863.893966666667
2894,16694.73945437822
2895,12538.599133333333
2896,330.86643766668715
2897,4420.8337221310385
2898,24204.67930952381
2899,16132.696225346828
2900,17710.36503002923
2901,20104.042916666665
2902,35945.69533333333
2903,14677.708499566528
2904,10271.419566738017
2905,3365.112499309735
2906,15685.56469661991
2907,20980.76748320241
2908,2036.2821721018413
2909,7480.309715384615
2910,23142.098095238096
2911,12078.8983
2912,32895.674867857146
2913,12963.19
2914,15610.677083333358
2915,482.5491140116261
2916,13742.5184
2917,5614.578507659987
2918,7745.432169442382
2919,8222.903
2920,22050.96526020724
2921,28602.073642857147
2922,14161.173815656586
2923,44756.79770619452
2924,6664.716594117647
2925,26313.233783716012
2926,1870.5071666666668
2927,8113.372563940092
2928,10920.558
2929,10308.0306510444
2930,8677.56207671995
2931,15711.094099009828
2932,4925.652569678345
2933,802.5469078247288
2934,19522.250583333334
2935,18256.88231279916
2936,15698.68169012605
2937,1900.0752218653183
2938,6700.170120424481
2939,18491.51371327839
2940,7039.835064618985
2941,14593.999791074471
2942,11425.505352392624
2943,9688.701715116804
2944,31499.109083333336
2945,13948.993652777779
2946,41438.807660285835
2947,5795.06126716617
2948,32909.9331463828
2949,18568.554543150152
2950,35050.653586168715
2951,14465.081060360053
2952,10816.202516666666
2953,14975.281373914255
2954,7568.333262190921
2955,40663.24109897094
2956,8819.719029482269
2957,5250.109834893412
2958,1082.7820572248647
2959,16356.154149450549
2960,23276.988630555556
2961,12069.85915654762
2962,25936.54389519187
2963,20114.134317676766
2964,1249.029330830281
2965,1113.1432420903132
2966,13944.550077127133
2967,29996.636288888887
2968,39834.19481666666
2969,27183.91709607843
2970,29201.403015873017
2971,16217.920449132169
2972,20334.224397306396
2973,7449.33751411603
2974,26096.504051334774
2975,16513.571471287432
2976,7597.32843040293
2977,13644.734908232513
2978,16124.104652380951
2979,22851.353621879556
2980,35562.72111675103
2981,4922.6614911833785
2982,13927.479
2983,26468.487116666667
2984,57889.42044013378
2985,38592.62255555555
2986,21210.35832481341
2987,21172.43931837174
2988,12849.220785372114
2989,17258.98638769926
2990,19153.70293201849
2991,18398.14018181818
2992,374.8304099277012
2993,15874.97096663753
2994,10085.071716666667
2995,8557.863966294974
2996,38002.387520419
2997,9352.514923076924
2998,19773.22944794175
2999,2659.5318630213674
3000,18671.48101666667
3001,10573.61849188589
3002,12648.039795163171
3003,2041.7566764118842
3004,24231.777744778396
3005,36323.34508333333
3006,1187.2980369566965
3007,7885.939678090035
3008,11263.93229840055
3009,8273.911725926955
3010,5767.0114266631135
3011,21948.230933333332
3012,1383.944286189395
3013,10413.722766666666
3014,1665.7665102900962
3015,30769.130247619043
3016,38550.221120703834
3017,19586.683713655384
3018,17314.438920128647
3019,19713.10549494061
3020,13691.537
3021,14898.679088044037
3022,14117.80695
3023,29312.820673558894
3024,24856.327824175823
3025,1052.068664218121
3026,7995.336486329076
3027,25511.906335665983
3028,12156.900638489467
3029,11515.362159836064
3030,6516.0750579867845
3031,22515.14594209961
3032,7432.438256714595
3033,15514.737404631765
3034,30681.573780459636
3035,13599.718093108457
3036,4071.2628887221103
3037,8672.65993519834
3038,18343.127395833337
3039,8769.670685328078
3040,33714.698811111106
3041,14452.866747607768
3042,24448.743190476187
3043,7049.81326430493
3044,20563.607390467692
3045,18308.481834668106
3046,11874.593141666666
3047,7208.364319892473
3048,22852.21773934837
3049,11916.918966777666
3050,8277.747690388831
3051,15722.249657784641
3052,19490.858336996334
3053,3030.460095939176
3054,9439.410931818182
3055,28582.61533465608
3056,15574.194896258343
3057,16017.315449750375
3058,33926.12882857143
3059,10782.925017932315
3060,35727.370388812626
3061,7618.861228672699
3062,20586.181300717624
3063,16850.741141168975
3064,4323.648547459403
3065,7239.525088064973
3066,4990.199542454525
3067,17546.386832569566
3068,240.17789269744392
3069,14659.972326086958
3070,11175.927322417765
3071,2560.9352895604397
3072,30727.219579999997
3073,8330.856508041961
3074,862.0
3075,9647.91100995843
3076,24201.619676222188
3077,41739.194918681314
3078,19494.355882275133
3079,9682.853276856178
3080,7841.67664129373
3081,1082.7820572248647
3082,3245.171043454053
3083,10526.627567393864
3084,4790.0835412014685
3085,9802.572865587044
3086,36526.6883768787
3087,2351.2286305743437
3088,19891.846635401635
3089,5374.674307031619
3090,12945.41036049806
3091,15776.612256675719
3092,8220.513166666668
3093,24632.281338435376
3094,10780.071899999999
3095,9386.584159915532
3096,10280.434
3097,8152.031500000001
3098,28840.656
3099,6639.820397756411
3100,5164.935088515407
3101,31310.40277761001
3102,2267.2106185835314
3103,39390.64676567871
3104,4595.806003719243
3105,23549.76866666666
3106,21355.02055385326
3107,6664.07003517671
3108,10114.726980952382
3109,4649.477696969696
3110,14178.626916398305
3111,28311.478237670664
3112,19808.572141836252
3113,14860.889654166709
3114,8822.68
3115,17163.7073638387
3116,14854.835468801022
3117,29053.623877777776
3118,28586.52766201537
3119,1249.029330830281
3120,16646.2338134563
3121,7538.890708015304
3122,17037.07260041979
3123,2560.9352895604397
3124,10480.833778300868
3125,15072.462165402672
3126,14265.67109085556
3127,18435.4066625
3128,12648.039795163171
3129,18951.80611904762
3130,9682.853276856178
3131,11624.548333333334
3132,6859.921522021748
3133,4198.114636934375
3134,6620.4065789335655
3135,17618.206397947928
3136,14997.9114
3137,3224.861760158529
3138,53275.64887282609
3139,21687.781305555556
3140,240.17789269744392
3141,11001.398047577723
3142,33529.36680648148
3143,9745.019152693209
3144,8792.211168310221
3145,25083.30296666667
3146,14061.57550675927
3147,30795.564545751633
3148,17386.084462121213
3149,3653.9688633057717
3150,8394.61725850375
3151,43769.26987923146
3152,2216.8926670095457
3153,7751.9299618421055
3154,287.1761333333333
3155,3457.9814758516277
3156,4594.7591624295255
3157,1567.8604722222221
3158,33547.64729939104
3159,21943.96457383689
3160,2668.5206901466045
3161,11559.212853870262
3162,18675.620749838326
3163,7932.325174241383
3164,30302.950166666666
3165,12430.476733333335
3166,20001.67302857791
3167,7767.641423438908
3168,9156.742833333334
3169,7332.629712732828
3170,5968.093603199271
3171,31273.823164559213
3172,12200.778332051283
3173,9690.405666666667
3174,5806.484974200541
3175,6251.69630713712
3176,39636.46412554999
3177,1497.9285885856134
3178,33398.842
3179,15711.940535864358
3180,6989.857763313526
3181,19196.04016423905
3182,20040.540307049487
3183,16294.51
3184,5457.663883116284
3185,1198.0296666666668
3186,1064.9147355545867
3187,11158.948879477852
3188,13328.19229600859
3189,392.42054545454545
3190,11799.898220504783
3191,4687.217659788359
3192,706.0
3193,1251.695479043763
3194,17960.686881292993
3195,42353.65590072789
3196,9291.020429094508
3197,3793.6079314747917
3198,18654.768797760124
3199,36868.94370967742
3200,25394.662144160964
3201,1061.9771560718211
3202,49924.13036707266
3203,3270.706593874517
3204,19725.903705495246
3205,13791.922175310794
3206,11164.733122095618
3207,15956.287250004241
3208,1882.4515083176832
3209,18440.36556666667
3210,7954.78325595238
3211,17163.7073638387
3212,4262.352392462474
3213,22123.268405158728
3214,11258.783449359069
3215,41079.198581486315
3216,18468.264914420586
3217,14313.563089797748
3218,4632.35218642099
3219,24359.570336904762
3220,14104.75129605605
3221,5353.7771960900045
3222,3937.58712826441
3223,5918.111960714286
3224,10753.089457142856
3225,11054.68846961621
3226,24730.90139102564
3227,24600.778943589743
3228,15579.338285256263
3229,5574.3478171191555
3230,18930.34763827977
3231,1644.857915972863
3232,13136.101509298163
3233,16105.20264281782
3234,45090.23226785714
3235,7019.318267273575
3236,15698.68169012605
3237,18117.807774533187
3238,17481.738291666665
3239,49057.99443667811
3240,7864.990694318465
3241,7220.488972879416
3242,17790.357460321266
3243,3149.62249332612
3244,4492.649441889857
3245,8698.587092019505
3246,34021.311970418465
3247,37835.06650738424
3248,17769.61951425688
3249,4317.538807964095
3250,20884.372201192302
3251,41803.20437965503
3252,10309.161190476192
3253,1971.968132875576
3254,29560.566431746036
3255,549.5305487179486
3256,7156.24690678088
3257,14830.356241102312
3258,15060.844136635318
3259,30197.47804761905
3260,37650.630841025646
3261,14880.73537377317
3262,14443.71469949495
3263,19231.22
3264,31677.225
3265,13360.03754212454
3266,18156.638218113367
3267,25702.222512196233
3268,17215.711933333332
3269,26436.999
3270,3811.084774303859
3271,34132.000409884145
3272,20318.680916613554
3273,3926.155379075942
3274,16942.334809523807
3275,15344.3866548088
3276,9432.278726332415
3277,7707.633180303031
3278,12918.97702056277
3279,10137.82174031955
3280,2990.094199671163
3281,14525.247003884122
3282,501.2626038422834
3283,431.52035054471565
3284,9940.100894764013
3285,33825.56830538778
3286,1184.6378643570617
3287,37602.31692093989
3288,17659.38392191697
3289,6525.501309883978
3290,9435.686493795096
3291,3651.691364093338
3292,8721.71343972332
3293,42526.425870933395
3294,17550.058416666667
3295,37235.34152094474
3296,8526.638595075758
3297,4416.654596302828
3298,40627.642702777775
3299,13729.802241854637
3300,19004.52193956554
3301,34172.088214285715
3302,16932.537890427946
3303,21383.283440059666
3304,11505.945178571426
3305,37525.591194444445
3306,17430.065138941965
3307,10226.24985086014
3308,25171.626918124803
3309,3110.242558634083
3310,19003.69355294118
3311,51452.01461867964
3312,13800.921981474568
3313,553.3865000899578
3314,7100.312043598652
3315,2688.1447554944443
3316,11063.472085714284
3317,26127.7104638485
3318,12218.344802927268
3319,31975.442288219423
3320,649.1291451442207
3321,13864.919163251603
3322,393.13440735662067
3323,26486.441121410393
3324,31254.22673529412
3325,15400.805066666668
3326,43419.854902048115
3327,51956.151485629875
3328,33743.53633333334
3329,5868.008972344236
3330,9062.17544271293
3331,5084.945252930882
3332,374.8304099277012
3333,18524.228531576795
3334,15473.158715431793
3335,11612.570862878789
3336,17561.48953394901
3337,8206.561759021237
3338,16135.861858822345
3339,37625.10039215686
3340,39536.06088812103
3341,13290.396404247158
3342,8000.928494965672
3343,14256.076333333333
3344,16754.67683333333
3345,7144.858483397805
3346,41141.797321212136
3347,8277.500075387545
3348,42449.55457997836
3349,46081.18400778014
3350,32149.858661052822
